PeakID (cmd=annotatePeaks.pl 500_result/Hyper.hotspot.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
251	chr4	54624001	54624500	+	0	NA	Intergenic	Intergenic	-323695	NM_172867	242466	Mm.102904	NM_172867	ENSMUSG00000060206	Zfp462	6030417H05|9430078C22Rik|Gt4-2|Zfpip|Znf462	zinc finger protein 462	protein-coding
364	chr6	67114001	67114500	+	0	NA	Intergenic	Intergenic	-76843	NM_007836	13197	Mm.72235	NM_007836	ENSMUSG00000036390	Gadd45a	AA545191|Ddit1|GADD45	growth arrest and DNA-damage-inducible 45 alpha	protein-coding
935	chr19	55449001	55449500	+	0	NA	intron (NM_001360431, intron 6 of 8)	intron (NM_001360431, intron 6 of 8)	133193	NM_016862	53611	Mm.258637	NM_016862	ENSMUSG00000024983	Vti1a	1110014F16Rik|1110018K19Rik|4921537J05Rik|MVti1|MVti1a|Vti1|Vti1-rp2	vesicle transport through interaction with t-SNAREs 1A	protein-coding
784	chr14	24651001	24651500	+	0	NA	Intergenic	Intergenic	160497	NM_001360586	20088	Mm.16775	NM_011297	ENSMUSG00000025290	Rps24	-	ribosomal protein S24	protein-coding
274	chr5	142179501	142180000	+	0	NA	intron (NM_177879, intron 40 of 44)	intron (NM_177879, intron 40 of 44)	-221747	NM_199068	17425	Mm.24214	NM_010812	ENSMUSG00000056493	Foxk1	A630048H08Rik|AI463295|Gm10868|Mnf	forkhead box K1	protein-coding
693	chr11	57635001	57635500	+	0	NA	intron (NR_153850, intron 2 of 3)	intron (NR_153850, intron 2 of 3)	-10192	NM_134189	171212	Mm.271670	NM_134189	ENSMUSG00000020520	Galnt10	AU018154|C330012K04Rik|GalNAc-T10|GalNAc-T9|Galnt9|ppGaNTase	polypeptide N-acetylgalactosaminyltransferase 10	protein-coding
431	chr7	30453001	30453500	+	0	NA	intron (NM_172898, intron 9 of 14)	intron (NM_172898, intron 9 of 14)	4265	NM_172898	243911	Mm.113908	NM_172898	ENSMUSG00000036915	Kirrel2	C330019F22Rik|NEPH3|NLG1	kirre like nephrin family adhesion molecule 2	protein-coding
103	chr2	29034501	29035000	+	0	NA	intron (NM_001166705, intron 1 of 5)	intron (NM_001166705, intron 1 of 5)	20316	NM_001166705	329375	Mm.425079	NM_001085514	ENSMUSG00000079502	Cfap77	1700101E01Rik|Gm823	cilia and flagella associated protein 77	protein-coding
909	chr18	80989001	80989500	+	0	NA	Intergenic	Intergenic	-2229	NM_001369133	20689	Mm.215917	NM_178280	ENSMUSG00000024565	Sall3	B130022O04Rik|Msal|Msal-1|Sal|Salt|Spalt	spalt like transcription factor 3	protein-coding
713	chr12	63848001	63848500	+	0	NA	Intergenic	Intergenic	626648	NM_001163271	623046	Mm.189552	NM_001163271	ENSMUSG00000043060	Fscb	EG623046	fibrous sheath CABYR binding protein	protein-coding
568	chr9	107481001	107481500	+	0	NA	intron (NM_001174050, intron 3 of 37)	intron (NM_001174050, intron 3 of 37)	-52695	NM_019704	56395	Mm.260153	NM_019704	ENSMUSG00000010045	Tmem115	C78915|Pl6|Pp6	transmembrane protein 115	protein-coding
154	chr2	115860001	115860500	+	0	NA	Intergenic	Intergenic	204369	NM_001346038	17536	Mm.247566	NM_010825	ENSMUSG00000027210	Meis2	A430109D20Rik|Mrg1|Stra10	Meis homeobox 2	protein-coding
875	chr17	86689001	86689500	+	0	NA	Intergenic	Intergenic	-64614	NM_010137	13819	Mm.1415	NM_010137	ENSMUSG00000024140	Epas1	HIF-2alpha|HIF2A|HLF|HRF|MOP2|bHLHe73	endothelial PAS domain protein 1	protein-coding
171	chr3	98051501	98052000	+	0	NA	intron (NM_010928, intron 2 of 33)	intron (NM_010928, intron 2 of 33)	38212	NM_010928	18129	Mm.485843	NM_010928	ENSMUSG00000027878	Notch2	AI853703|N2	notch 2	protein-coding
280	chr5	135852001	135852500	+	0	NA	exon (NM_021403, exon 4 of 15)	exon (NM_021403, exon 4 of 15)	34144	NM_021403	58212	Mm.271230	NM_021403	ENSMUSG00000039860	Srrm3	2900083I11Rik|AB041661|SRm300-like|Srrm2l	serine/arginine repetitive matrix 3	protein-coding
770	chr14	118551001	118551500	+	0	NA	intron (NM_001033336, intron 20 of 30)	intron (NM_001033336, intron 20 of 30)	41222	NR_105815	102465208		NR_105815	ENSMUSG00000098433	Mir6391	Gm27914|mmu-mir-6391	microRNA 6391	ncRNA
95	chr2	25578001	25578500	+	0	NA	exon (NM_001005424, exon 1 of 1)	exon (NM_001005424, exon 1 of 1)	1849	NM_001005424	381353	Mm.379511	NM_001005424	ENSMUSG00000029419	Ajm1	Gm996	apical junction component 1	protein-coding
567	chr9	107470501	107471000	+	0	NA	intron (NM_001174050, intron 3 of 37)	intron (NM_001174050, intron 3 of 37)	-63195	NM_019704	56395	Mm.260153	NM_019704	ENSMUSG00000010045	Tmem115	C78915|Pl6|Pp6	transmembrane protein 115	protein-coding
245	chr4	22110501	22111000	+	0	NA	Intergenic	Intergenic	179424	NM_175234	76132	Mm.159689	NM_175234	ENSMUSG00000028246	Faxc	6230409E13Rik|AW742931	failed axon connections homolog	protein-coding
828	chr15	87818501	87819000	+	0	NA	Intergenic	Intergenic	-22807	NR_105817	102465209		NR_105817	ENSMUSG00000098938	Mir6393	Gm27424|mmu-mir-6393	microRNA 6393	ncRNA
75	chr2	57104001	57104500	+	0	NA	Intergenic	Intergenic	10788	NM_013613	18227	Mm.3507	NM_013613	ENSMUSG00000026826	Nr4a2	HZF-3|NOT|Nurr1|RNR-1|TINOR|TINUR	nuclear receptor subfamily 4, group A, member 2	protein-coding
172	chr3	122044001	122044500	+	0	NA	promoter-TSS (NM_007378)	promoter-TSS (NM_007378)	-210	NM_007378	11304	Mm.3918	NM_007378	ENSMUSG00000028125	Abca4	AW050280|Abc10|Abcr|D430003I15Rik|RmP	ATP-binding cassette, sub-family A (ABC1), member 4	protein-coding
241	chr4	135167001	135167500	+	0	NA	intron (NM_001369050, intron 3 of 4)	intron (NM_001369050, intron 3 of 4)	14705	NM_001369050	12399	Mm.378894	NM_019732	ENSMUSG00000070691	Runx3	AML2|Cbfa3|Pebp2a3	runt related transcription factor 3	protein-coding
128	chr2	168911001	168911500	+	0	NA	intron (NM_001369059, intron 5 of 8)	intron (NM_001369059, intron 5 of 8)	1353	NM_001370946	22722	Mm.2095	NM_009564	ENSMUSG00000027551	Zfp64	Gm38422	zinc finger protein 64	protein-coding
470	chr8	84785501	84786000	+	0	NA	intron (NM_010906, intron 1 of 8)	(CA)n|Simple_repeat|Simple_repeat	-5668	NM_001371062								
376	chr7	101504501	101505000	+	0	NA	intron (NM_001008548, intron 18 of 30)	CpG	29374	NR_029791	387157		NR_029791	ENSMUSG00000065446	Mir139	Mirn139|mir-139|mmu-mir-139	microRNA 139	ncRNA
872	chr17	56511001	56511500	+	0	NA	TTS (NM_011483)	TTS (NM_011483)	1233	NM_011483	20834	Mm.76862	NM_011483	ENSMUSG00000044526	Znrf4	1700094M01Rik|Ssrzf1|spzn	zinc and ring finger 4	protein-coding
266	chr5	107062001	107062500	+	0	NA	Intergenic	Intergenic	97689	NM_001271566	12545	Mm.20842	NM_009863	ENSMUSG00000029283	Cdc7	AI597260|Cdc7l1|muCdc7	cell division cycle 7 (S. cerevisiae)	protein-coding
573	chr9	110727001	110727500	+	0	NA	intron (NM_001083935, intron 7 of 14)	CpG-15436	15360	NM_001083936	19228	Mm.3542	NM_011199	ENSMUSG00000032492	Pth1r	PPR|Pthr|Pthr1	parathyroid hormone 1 receptor	protein-coding
636	chr11	114403001	114403500	+	0	NA	Intergenic	Intergenic	45610	NR_027643	319819	Mm.50754	NM_177008	ENSMUSG00000062391	4932435O22Rik	-	RIKEN cDNA 4932435O22 gene	ncRNA
399	chr7	137231001	137231500	+	0	NA	exon (NM_010096, exon 8 of 16)	exon (NM_010096, exon 8 of 16)	-3433	NR_045885	100038555	Mm.444788	NR_045885	ENSMUSG00000109722	Gm10578	-	predicted gene 10578	ncRNA
871	chr17	56425001	56425500	+	0	NA	intron (NM_001252455, intron 10 of 27)	CpG	-6341	NR_105943	102465590		NR_105943	ENSMUSG00000098339	Mir6977	Gm27922|mmu-mir-6977	microRNA 6977	ncRNA
45	chr1	25994501	25995000	+	0	NA	Intergenic	RLTR17B_Mm|LTR|ERVK	-165043	NM_175642	210933	Mm.336569	NM_175642	ENSMUSG00000033569	Adgrb3	A830096D10Rik|Bai3	adhesion G protein-coupled receptor B3	protein-coding
854	chr16	18459501	18460000	+	0	NA	intron (NM_013711, intron 11 of 17)	intron (NM_013711, intron 11 of 17)	-33034	NM_007744	12846	Mm.100940	NM_007744	ENSMUSG00000000326	Comt	Comt1|D16Wsu103e|D330014B15Rik	catechol-O-methyltransferase	protein-coding
175	chr3	40687001	40687500	+	0	NA	intron (NM_175515, intron 8 of 15)	intron (NM_175515, intron 8 of 15)	-21621	NM_178386	73333	Mm.78691	NM_178386	ENSMUSG00000069041	Slc25a31	1700034J06Rik|Ant4|Sfec	solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 31	protein-coding
66	chr1	59484001	59484500	+	0	NA	exon (NM_008057, exon 1 of 1)	exon (NM_008057, exon 1 of 1)	2103	NM_008057	14369	Mm.297906	NM_008057	ENSMUSG00000041075	Fzd7	Fz7	frizzled class receptor 7	protein-coding
242	chr4	129564501	129565000	+	0	NA	intron (NM_001162433, intron 1 of 12)	B1_Mur1|SINE|Alu	-6378	NM_001162432	16818	Mm.293753	NM_010693	ENSMUSG00000000409	Lck	Hck-3|Lsk|Lskt|p56<lck>|p56Lck	lymphocyte protein tyrosine kinase	protein-coding
23	chr1	190192001	190192500	+	0	NA	intron (NR_151620, intron 1 of 1)	intron (NR_151620, intron 1 of 1)	-21423	NM_008937	19130	Mm.132579	NM_008937	ENSMUSG00000010175	Prox1	A230003G05Rik|PROX-1	prospero homeobox 1	protein-coding
864	chr17	66915001	66915500	+	0	NA	intron (NM_001357625, intron 13 of 32)	intron (NM_001357625, intron 13 of 32)	110985	NR_049205	100885844		NR_049205	ENSMUSG00000093508	Mir5709	Gm22041|mir-5709|mmu-mir-5709	microRNA 5709	ncRNA
46	chr1	24453501	24454000	+	0	NA	exon (NM_007733, exon 13 of 51)	exon (NM_007733, exon 13 of 51)	133687	NM_007733	12823	Mm.329196	NM_007733	ENSMUSG00000026141	Col19a1	-	collagen, type XIX, alpha 1	protein-coding
65	chr1	89992001	89992500	+	0	NA	intron (NM_001355134, intron 2 of 4)	CpG	22416	NM_139152	208372	Mm.215164	NM_139152	ENSMUSG00000067081	Asb18	Asb-18	ankyrin repeat and SOCS box-containing 18	protein-coding
327	chr6	94774001	94774500	+	0	NA	Intergenic	Intergenic	-74105	NM_008377	16206	Mm.245210	NM_008377	ENSMUSG00000030029	Lrig1	D6Bwg0781e|Img|LIG-1	leucine-rich repeats and immunoglobulin-like domains 1	protein-coding
436	chr7	15955001	15955500	+	0	NA	intron (NM_153068, intron 4 of 5)	intron (NM_153068, intron 4 of 5)	-9142	NM_133831	68077	Mm.277634	NM_133831	ENSMUSG00000041560	Nop53	5330430H08Rik|9430097C02Rik|AU041936|AW536441|Gltscr2|PICT-1|R74911	NOP53 ribosome biogenesis factor	protein-coding
344	chr6	88136001	88136500	+	0	NA	Intergenic	Intergenic	-31992	NR_105795	102465196		NR_105795	ENSMUSG00000099095	Mir6376	Gm27778|mmu-mir-6376	microRNA 6376	ncRNA
330	chr6	108326501	108327000	+	0	NA	intron (NM_010585, intron 4 of 61)	intron (NM_010585, intron 4 of 61)	113654	NM_010585	16438	Mm.227912	NM_010585	ENSMUSG00000030102	Itpr1	D6Pas2|Gm10429|IP3R 1|IP3R1|InsP3R|Ip3r|Itpr-1|P400|Pcp-1|Pcp1|insP3R1|opt|wblo	inositol 1,4,5-trisphosphate receptor 1	protein-coding
548	chr9	59961001	59961500	+	0	NA	Intergenic	Intergenic	9956	NM_001101600	665389	Mm.335214	NM_001101600		Gm7616	EG665389	predicted gene 7616	protein-coding
256	chr5	102374001	102374500	+	0	NA	Intergenic	Intergenic	-107141	NM_146161	231532	Mm.440191	NM_029270	ENSMUSG00000057315	Arhgap24	0610025G21Rik	Rho GTPase activating protein 24	protein-coding
670	chr11	5061001	5061500	+	0	NA	TTS (NM_001363179)	TTS (NM_001363179)	3122	NM_145216	75668	Mm.374836	NM_145216	ENSMUSG00000034209	Rasl10a	2210403B10Rik|AI852688	RAS-like, family 10, member A	protein-coding
207	chr4	142069001	142069500	+	0	NA	intron (NM_145402, intron 1 of 2)	RSINE1|SINE|B4	-15048	NR_027137	100038693	Mm.402714	NR_027137	ENSMUSG00000073728	Tmem51os1	Gm10565|Tmem51as1	Tmem51 opposite strand 1	ncRNA
38	chr1	166256001	166256500	+	0	NA	intron (NM_001357429, intron 1 of 6)	intron (NM_001357429, intron 1 of 6)	2111	NM_001357430	100039795	Mm.101743	NM_001164528	ENSMUSG00000040612	Ildr2	2810478N18Rik|3110063L10Rik|AI852300|D1Ertd471e|Dbsm1|Ll	immunoglobulin-like domain containing receptor 2	protein-coding
319	chr5	65231001	65231500	+	0	NA	intron (NM_001359880, intron 18 of 25)	intron (NM_001359880, intron 18 of 25)	31554	NM_153391	213081	Mm.127550	NM_153391	ENSMUSG00000037890	Wdr19	C330027H04Rik|D330023L08Rik|DYF2|Ift144|PWDMP|mKIAA1638	WD repeat domain 19	protein-coding
936	chr19	57686501	57687000	+	0	NA	exon (NM_181415, exon 13 of 29)	exon (NM_181415, exon 13 of 29)	75716	NM_181415	226255	Mm.245340	NM_181415	ENSMUSG00000054843	Atrnl1	AI504415|AW555641|Alp|Atrnl|Atrnlp	attractin like 1	protein-coding
76	chr2	72121501	72122000	+	0	NA	intron (NM_001355478, intron 1 of 26)	B3A|SINE|B2	67133	NM_001355478	56508	Mm.196153	NM_019688	ENSMUSG00000049044	Rapgef4	1300003D15Rik|5730402K07Rik|6330581N18Rik|EPAC 2|Epac-2|Epac2|mKIAA4040	Rap guanine nucleotide exchange factor (GEF) 4	protein-coding
223	chr4	148951501	148952000	+	0	NA	exon (NM_001159344, exon 21 of 21)	exon (NM_001159344, exon 21 of 21)	572	NR_154553	108168987	Mm.393596	NR_154553		Gm13205	AA408865	predicted gene 13205	ncRNA
164	chr3	88241001	88241500	+	0	NA	Intergenic	CpG	13434	NM_021375	58176	Mm.103777	NM_021375	ENSMUSG00000104445	Rhbg	-	Rhesus blood group-associated B glycoprotein	protein-coding
736	chr12	30691001	30691500	+	0	NA	Intergenic	G-rich|Low_complexity|Low_complexity	106807	NM_172049	211986	Mm.34035	NM_172049	ENSMUSG00000043061	Tmem18	BC024093	transmembrane protein 18	protein-coding
557	chr9	116170001	116170500	+	0	NA	intron (NM_009371, intron 1 of 7)	L2c|LINE|L2	5113	NM_029575	21813	Mm.172346	NM_009371	ENSMUSG00000032440	Tgfbr2	1110020H15Rik|AU042018|DNIIR|RIIDN|TBR-II|TbetaR-II|TbetaRII	transforming growth factor, beta receptor II	protein-coding
303	chr5	24485001	24485500	+	0	NA	intron (NM_139153, intron 9 of 17)	CpG	33073	NM_001359881	213990	Mm.250703	NM_139153	ENSMUSG00000023353	Agap3	AGAP-3|AV028425|Centg3|Crag|Crag.|MRIP-1|cnt-g3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	protein-coding
96	chr2	25578501	25579000	+	0	NA	exon (NM_001005424, exon 1 of 1)	exon (NM_001005424, exon 1 of 1)	1349	NM_001005424	381353	Mm.379511	NM_001005424	ENSMUSG00000029419	Ajm1	Gm996	apical junction component 1	protein-coding
506	chr8	114876501	114877000	+	0	NA	intron (NM_019573, intron 8 of 8)	intron (NM_019573, intron 8 of 8)	437098	NM_019573	80707	Mm.440420	NM_019573	ENSMUSG00000004637	Wwox	5330426P09Rik|9030416C10Rik|WOX1	WW domain-containing oxidoreductase	protein-coding
692	chr11	52534501	52535000	+	0	NA	Intergenic	Intergenic	138322	NM_153117	213673	Mm.291979	NM_153117	ENSMUSG00000036275	9530068E07Rik	C85061|Kct2	RIKEN cDNA 9530068E07 gene	protein-coding
911	chr18	75282501	75283000	+	0	NA	intron (NM_027727, intron 16 of 16)	intron (NM_027727, intron 16 of 16)	14567	NR_045394	100503117	Mm.250517	NR_045393	ENSMUSG00000102047	2010010A06Rik	5033420E22Rik	RIKEN cDNA 2010010A06 gene	ncRNA
712	chr12	85201001	85201500	+	0	NA	Intergenic	Intergenic	-18231	NM_145445	217715	Mm.29041	NM_145445	ENSMUSG00000004788	Eif2b2	EIF-2Bbeta|EIF2B	eukaryotic translation initiation factor 2B, subunit 2 beta	protein-coding
900	chr17	31637501	31638000	+	0	NA	promoter-TSS (NM_001271353)	promoter-TSS (NM_001271353)	-545	NM_144855	12411	Mm.206417	NM_144855	ENSMUSG00000024039	Cbs	AI047524|AI303044|HIP4	cystathionine beta-synthase	protein-coding
102	chr2	29250001	29250500	+	0	NA	intron (NR_029460, intron 1 of 1)	intron (NR_029460, intron 1 of 1)	-2151	NM_133501	171171	Mm.442448	NM_133500	ENSMUSG00000035513	Ntng2	2610016D08Rik|Lmnt2	netrin G2	protein-coding
868	chr17	47909501	47910000	+	0	NA	intron (NM_028767, intron 1 of 16)	CpG	14882	NM_028767	74123	Mm.240062	NM_028767	ENSMUSG00000023991	Foxp4	1200010K03Rik|2310007G05Rik|mFKHLA	forkhead box P4	protein-coding
415	chr7	122659501	122660000	+	0	NA	Intergenic	Intergenic	-11994	NM_019430	54376	Mm.444212	NM_019430	ENSMUSG00000066189	Cacng3	-	calcium channel, voltage-dependent, gamma subunit 3	protein-coding
711	chr12	85475501	85476000	+	0	NA	intron (NM_010234, intron 3 of 3)	intron (NM_010234, intron 3 of 3)	1860	NM_010234	14281	Mm.246513	NM_010234	ENSMUSG00000021250	Fos	D12Rfj1|c-fos|cFos	FBJ osteosarcoma oncogene	protein-coding
433	chr7	6729001	6729500	+	0	NA	intron (NM_008817, intron 1 of 8)	intron (NM_008817, intron 1 of 8)	1169	NM_008817	18616	Mm.389800	NM_008817	ENSMUSG00000002265	Peg3	AL022617|ASF-1|End4|Gcap4|Pw1|Zfp102|mKIAA0287	paternally expressed 3	protein-coding
101	chr2	33644001	33644500	+	0	NA	non-coding (NR_046275, exon 3 of 3)	non-coding (NR_046275, exon 3 of 3)	3057	NR_046275	100504399	Mm.72070	NM_177842		C130021I20Rik	-	Riken cDNA C130021I20 gene	ncRNA
527	chr8	14381501	14382000	+	0	NA	intron (NM_001145965, intron 2 of 14)	intron (NM_001145965, intron 2 of 14)	285875	NM_172910	244310	Mm.404697	NM_172910	ENSMUSG00000047495	Dlgap2	6430596N04Rik|Dap-2|Dap2|Sapap2	DLG associated protein 2	protein-coding
544	chr9	67966001	67966500	+	0	NA	intron (NM_177184, intron 73 of 84)	intron (NM_177184, intron 73 of 84)	59464	NR_045745	434412	Mm.490707	NR_045745	ENSMUSG00000111841	Gm20745	-	predicted gene, 20745	ncRNA
805	chr15	93266001	93266500	+	0	NA	intron (NM_001346785, intron 1 of 7)	intron (NM_001346785, intron 1 of 7)	8929	NM_001346785	223827	Mm.22819	NM_001033275	ENSMUSG00000036197	Gxylt1	Glt8d3|Gm1228|Gm87	glucoside xylosyltransferase 1	protein-coding
691	chr11	50231001	50231500	+	0	NA	promoter-TSS (NR_105884)	promoter-TSS (NR_105884)	-995	NR_105884	102466765		NR_105884	ENSMUSG00000098474	Mir6919	Gm27889|mmu-mir-6919	microRNA 6919	ncRNA
348	chr6	118593501	118594000	+	0	NA	3' UTR (NM_001255998, exon 48 of 48)	3' UTR (NM_001255998, exon 48 of 48)	-31479	NM_001081112	232339	Mm.276116	NM_001081112	ENSMUSG00000007827	Ankrd26	5730521P14Rik|BC008111|mKIAA1074	ankyrin repeat domain 26	protein-coding
530	chr8	15028501	15029000	+	0	NA	exon (NM_029116, exon 2 of 2)	exon (NM_029116, exon 2 of 2)	17328	NR_037972	434285	Mm.334425	NM_001007591	ENSMUSG00000049008	BB014433	-	expressed sequence BB014433	ncRNA
110	chr2	157705001	157705500	+	0	NA	Intergenic	Intergenic	-32151	NM_025680	66642	Mm.45193	NM_025680	ENSMUSG00000027649	Ctnnbl1	5730471K09Rik|NAP|NYD-SP19|P14L	catenin, beta like 1	protein-coding
687	chr11	3140001	3140500	+	0	NA	intron (NM_001363224, intron 17 of 28)	intron (NM_001363224, intron 17 of 28)	16248	NR_003517	236604	Mm.247625	NM_001004146		Pisd-ps1	-	phosphatidylserine decarboxylase, pseudogene 1	pseudo
912	chr18	15061501	15062000	+	0	NA	intron (NM_134112, intron 1 of 4)	intron (NM_134112, intron 1 of 4)	1832	NM_001142731	106931	Mm.329299	NM_134112	ENSMUSG00000036225	Kctd1	4933402K10Rik|AI661543|AW553000	potassium channel tetramerisation domain containing 1	protein-coding
253	chr4	57153501	57154000	+	0	NA	Intergenic	Intergenic	-10594	NM_001355492	54357	Mm.28217	NM_019427	ENSMUSG00000028434	Epb41l4b	6430543G08Rik|AA589614|AU021054|BB007528|D4Ertd346e|Ehm2|Epb4.1l4b|Lulu2	erythrocyte membrane protein band 4.1 like 4b	protein-coding
839	chr15	37234001	37234500	+	0	NA	intron (NM_026496, intron 1 of 15)	CpG	-1091	NR_155441	105245924	Mm.391911	NR_155441	ENSMUSG00000089804	Gm16136	-	predicted gene 16136	ncRNA
700	chr11	53463501	53464000	+	0	NA	exon (NM_001290789, exon 2 of 7)	exon (NM_001290789, exon 2 of 7)	6545	NM_027917	71774	Mm.274370	NM_027917	ENSMUSG00000018387	Shroom1	Apx|Shrm1	shroom family member 1	protein-coding
715	chr12	72198001	72198500	+	0	NA	Intergenic	Intergenic	-13221	NM_028687	73936	Mm.475741	NM_028687	ENSMUSG00000021086	Ccdc175	4930403N07Rik	coiled-coil domain containing 175	protein-coding
62	chr1	90412501	90413000	+	0	NA	Intergenic	Intergenic	-190675	NM_133805	108679	Mm.119177	NM_133805	ENSMUSG00000034432	Cops8	9430009J09Rik|AA408242|Csn8|Sgn8	COP9 signalosome subunit 8	protein-coding
105	chr2	151970501	151971000	+	0	NA	exon (NM_001289151, exon 2 of 2)	exon (NM_001289151, exon 2 of 2)	2644	NM_001289151	73847	Mm.272444	NM_028666	ENSMUSG00000027459	Fam110a	1700008J10Rik|5430432M24Rik|AI747080	family with sequence similarity 110, member A	protein-coding
412	chr7	126963501	126964000	+	0	NA	exon (NM_001252567, exon 12 of 18)	exon (NM_001252567, exon 12 of 18)	12096	NR_155497	381922	Mm.304201	NM_001362232		Cdiptos	D830044I16Rik	CDIP transferase, opposite strand	protein-coding
801	chr15	62037001	62037500	+	0	NA	promoter-TSS (NR_003368)	promoter-TSS (NR_003368)	-736	NR_003368	19296	Mm.4608	NM_011222	ENSMUSG00000097039	Pvt1	Ayu21-84Imeg|Gt(pU21)84Imeg|Mis-1|Mlvi-1|Pvt-1	Pvt1 oncogene	ncRNA
810	chr15	103314001	103314500	+	0	NA	3' UTR (NM_001356627, exon 8 of 8)	3' UTR (NM_001356627, exon 8 of 8)	-3812	NM_030720	80910	Mm.160369	NM_030720	ENSMUSG00000063234	Gpr84	EX33	G protein-coupled receptor 84	protein-coding
695	chr11	57829501	57830000	+	0	NA	intron (NM_008213, intron 1 of 1)	intron (NM_008213, intron 1 of 1)	2397	NM_008213	15110	Mm.4746	NM_008213	ENSMUSG00000037335	Hand1	Ehand1|Hxt|Th1|Thing1|bHLHa27|eHAND	heart and neural crest derivatives expressed 1	protein-coding
933	chr19	53825001	53825500	+	0	NA	intron (NM_001170847, intron 5 of 13)	intron (NM_001170847, intron 5 of 13)	-66981	NM_011050	18569	Mm.1605	NM_011050	ENSMUSG00000024975	Pdcd4	D19Ucla1|Ma3|Tis	programmed cell death 4	protein-coding
58	chr1	77092001	77092500	+	0	NA	Intergenic	T-rich|Low_complexity|Low_complexity	404518	NR_105770	102465180		NR_105770	ENSMUSG00000099141	Mir6352	Gm27481|mmu-mir-6352	microRNA 6352	ncRNA
139	chr2	104168501	104169000	+	0	NA	intron (NM_001368844, intron 16 of 20)	intron (NM_001368844, intron 16 of 20)	45981	NM_026634	68243	Mm.158191	NM_026634	ENSMUSG00000032671	A930018P22Rik	-	RIKEN cDNA A930018P22 gene	protein-coding
519	chr8	25430001	25430500	+	0	NA	Intergenic	Intergenic	-88509	NM_001079908	14182	Mm.265716	NM_010206	ENSMUSG00000031565	Fgfr1	AW208770|Eask|FGFR-I|FLG|Fgfr-1|Flt-2|Fr1|Hspy|MFR|bFGF-R-1|c-fgr	fibroblast growth factor receptor 1	protein-coding
400	chr7	139581001	139581500	+	0	NA	TTS (NM_183248)	TTS (NM_183248)	1547	NM_183248	14912	Mm.28308	NM_183248	ENSMUSG00000041309	Nkx6-2	Gtx|Nkx6.2	NK6 homeobox 2	protein-coding
915	chr18	12974001	12974500	+	0	NA	promoter-TSS (NM_001357396)	promoter-TSS (NM_001357396)	-210	NM_001357396	16210	Mm.8154	NM_008378	ENSMUSG00000024423	Impact	E430016J11Rik	impact, RWD domain protein	protein-coding
226	chr4	151147501	151148000	+	0	NA	intron (NM_001081557, intron 8 of 23)	intron (NM_001081557, intron 8 of 23)	58180	NM_001308446	105704528	Mm.415128	NM_001308446	ENSMUSG00000078491	Gm13090	-	predicted gene 13090	protein-coding
168	chr3	96680501	96681000	+	0	NA	intron (NM_001356539, intron 6 of 12)	intron (NM_001356539, intron 6 of 12)	10619	NM_001356540	213121	Mm.39732	NM_001081139	ENSMUSG00000038354	Ankrd35	4732436F15Rik	ankyrin repeat domain 35	protein-coding
357	chr6	52273001	52273500	+	0	NA	Intergenic	Intergenic	10475	NR_110442	791364	Mm.97466	NR_110441	ENSMUSG00000055408	Hottip	Gm15053	Hoxa distal transcript antisense RNA	ncRNA
503	chr8	115204501	115205000	+	0	NA	intron (NM_019573, intron 8 of 8)	(CACG)n|Simple_repeat|Simple_repeat	502144	NM_001025577	17132	Mm.275549	NM_001025577	ENSMUSG00000055435	Maf	2810401A20Rik|A230108G15Rik|AW047063|c-maf	avian musculoaponeurotic fibrosarcoma oncogene homolog	protein-coding
