PeakID (cmd=annotatePeaks.pl 500_result/Hypo.hotspot.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
3312	chr18	34762501	34763000	+	0	NA	intron (NM_001357457, intron 2 of 3)	intron (NM_001357457, intron 2 of 3)	3231	NR_162793	114482853		NR_162793		Mir12191	mmu-mir-12191	microRNA mir-12191	ncRNA
666	chr4	149058001	149058500	+	0	NA	intron (NM_019781, intron 2 of 8)	intron (NM_019781, intron 2 of 8)	41593	NM_019781	56273	Mm.184172	NM_019781	ENSMUSG00000028975	Pex14	Pex14p|R75137	peroxisomal biogenesis factor 14	protein-coding
2050	chr10	127576501	127577000	+	0	NA	intron (NM_008512, intron 23 of 88)	intron (NM_008512, intron 23 of 88)	-42191	NM_183297	104080	Mm.437200	NM_183297	ENSMUSG00000040258	Nxph4	1110036M10Rik|AI851051	neurexophilin 4	protein-coding
1719	chr8	47037501	47038000	+	0	NA	intron (NM_177304, intron 2 of 7)	intron (NM_177304, intron 2 of 7)	50863	NM_177304	320981	Mm.211429	NM_177304	ENSMUSG00000038173	Enpp6	4833421B01Rik|B830047L21Rik|D8Ertd514e|E-NPP 6|GPC-Cpde|Npp6	ectonucleotide pyrophosphatase/phosphodiesterase 6	protein-coding
1817	chr9	63837501	63838000	+	0	NA	Intergenic	Intergenic	-79756	NM_016769	17127	Mm.7320	NM_016769	ENSMUSG00000032402	Smad3	AU022421|Madh3	SMAD family member 3	protein-coding
460	chr3	105546501	105547000	+	0	NA	intron (NM_019931, intron 2 of 7)	intron (NM_019931, intron 2 of 7)	-93795	NR_040759	78635	Mm.381306	NR_040759	ENSMUSG00000074346	Kcnd3os	1700095B22Rik	potassium voltage-gated channel, Shal-related family, member 3, opposite strand	ncRNA
1791	chr9	48707001	48707500	+	0	NA	intron (NM_001033324, intron 4 of 6)	intron (NM_001033324, intron 4 of 6)	-102127	NM_010924	18113	Mm.8362	NM_010924	ENSMUSG00000032271	Nnmt	-	nicotinamide N-methyltransferase	protein-coding
993	chr5	125051001	125051500	+	0	NA	intron (NM_001253904, intron 18 of 47)	intron (NM_001253904, intron 18 of 47)	47802	NM_028443	73121	Mm.296138	NM_028443	ENSMUSG00000037962	Rflna	3110032G18Rik|Fam101a|cfm|cfm2	refilin A	protein-coding
1212	chr6	51856501	51857000	+	0	NA	Intergenic	Intergenic	155799	NM_018773	54353	Mm.221479	NM_018773	ENSMUSG00000059182	Skap2	2610021A10Rik|AA960083|BB137539|RA70|SKAP-HOM|Saps|Scap2|mSKAP55R	src family associated phosphoprotein 2	protein-coding
1690	chr8	14925001	14925500	+	0	NA	intron (NM_172751, intron 2 of 28)	intron (NM_172751, intron 2 of 28)	13587	NM_001037736	234094	Mm.240298	NM_172751	ENSMUSG00000071176	Arhgef10	6430549H08Rik|mKIAA0294	Rho guanine nucleotide exchange factor (GEF) 10	protein-coding
2088	chr10	67932501	67933000	+	0	NA	Intergenic	L1M4|LINE|L1	-20088	NM_178679	216049	Mm.268346	NM_178679	ENSMUSG00000037855	Zfp365	AI839779|AV340892|DBZ|Su48|Znf365|talanin	zinc finger protein 365	protein-coding
2846	chr15	91443501	91444000	+	0	NA	intron (NM_001033633, intron 3 of 9)	intron (NM_001033633, intron 3 of 9)	129511	NM_001033633	239606	Mm.360596	NM_001033633	ENSMUSG00000036298	Slc2a13	6530403A04|A630029G22Rik|AI505012|Gm308	solute carrier family 2 (facilitated glucose transporter), member 13	protein-coding
2438	chr12	76805501	76806000	+	0	NA	intron (NM_134050, intron 1 of 6)	intron (NM_134050, intron 1 of 6)	8106	NM_001347405	104886	Mm.172847	NM_134050	ENSMUSG00000021062	Rab15	2310012G06Rik|AI840042	RAB15, member RAS oncogene family	protein-coding
3119	chr17	86438001	86438500	+	0	NA	intron (NM_011104, intron 2 of 14)	intron (NM_011104, intron 2 of 14)	-151072	NR_045435	72104	Mm.443401	NR_045435	ENSMUSG00000100738	2010106C02Rik	-	RIKEN cDNA 2010106C02 gene	ncRNA
147	chr1	74162001	74162500	+	0	NA	Intergenic	Intergenic	8256	NM_009909	12765	Mm.234466	NM_009909	ENSMUSG00000026180	Cxcr2	CD128|CDw128|Cmkar2|Gpcr16|IL-8Rh|IL-8rb|IL8RA|Il8rb|mIL-8RH	chemokine (C-X-C motif) receptor 2	protein-coding
558	chr4	114378501	114379000	+	0	NA	Intergenic	Intergenic	-27974	NM_001085549	666048	Mm.331779	NM_001085549	ENSMUSG00000070867	Trabd2b	Gm12824|Hkat	TraB domain containing 2B	protein-coding
637	chr4	152494501	152495000	+	0	NA	intron (NM_153424, intron 3 of 29)	intron (NM_153424, intron 3 of 29)	16608	NM_153424	260305	Mm.302496	NM_153424	ENSMUSG00000039577	Nphp4	4930564O18Rik|nmf192	nephronophthisis 4 (juvenile) homolog (human)	protein-coding
3191	chr17	27960001	27960500	+	0	NA	intron (NM_181413, intron 1 of 24)	intron (NM_181413, intron 1 of 24)	50944	NM_001286041	224650	Mm.32556	NM_181413	ENSMUSG00000024219	Anks1	Anks1a|mKIAA0229	ankyrin repeat and SAM domain containing 1	protein-coding
161	chr1	86522501	86523000	+	0	NA	Intergenic	Intergenic	-3807	NR_153833	19231	Mm.19187	NM_008972	ENSMUSG00000026238	Ptma	Thym	prothymosin alpha	protein-coding
1283	chr7	108966501	108967000	+	0	NA	Intergenic	Intergenic	32335	NM_025344	66085	Mm.182962	NM_025344	ENSMUSG00000031029	Eif3f	0610037M02Rik|AA409853|Eif3s5	eukaryotic translation initiation factor 3, subunit F	protein-coding
417	chr2	91139001	91139500	+	0	NA	intron (NM_145527, intron 32 of 33)	intron (NM_145527, intron 32 of 33)	21106	NM_008653	17868	Mm.10728	NM_008653	ENSMUSG00000002100	Mybpc3	-	myosin binding protein C, cardiac	protein-coding
2122	chr11	80137001	80137500	+	0	NA	exon (NM_183275, exon 4 of 4)	exon (NM_183275, exon 4 of 4)	4903	NM_183275	68550	Mm.18466	NM_183275	ENSMUSG00000046909	Tefm	1110002N22Rik	transcription elongation factor, mitochondrial	protein-coding
1357	chr7	117181501	117182000	+	0	NA	Intergenic	Intergenic	-199229	NM_175645	233781	Mm.461427	NM_175645	ENSMUSG00000030657	Xylt1	8030490L12	xylosyltransferase 1	protein-coding
780	chr4	63251501	63252000	+	0	NA	intron (NM_025685, intron 7 of 60)	L1MB2|LINE|L1	-5101	NR_030477	735262		NR_030477	ENSMUSG00000070102	Mir455	Mirn455|mir-455|mmu-mir-455	microRNA 455	ncRNA
2651	chr13	12195001	12195500	+	0	NA	exon (NM_001081128, exon 28 of 33)	exon (NM_001081128, exon 28 of 33)	-8762	NR_045170	328186	Mm.188154	NM_183202		Gm10336	B330003H21	predicted gene 10336	ncRNA
2788	chr14	32527001	32527500	+	0	NA	intron (NM_001081221, intron 5 of 20)	intron (NM_001081221, intron 5 of 20)	13729	NM_001081221	319955	Mm.318310	NM_001081221	ENSMUSG00000054051	Ercc6	4732403I04|C130058G22Rik|CSB	excision repair cross-complementing rodent repair deficiency, complementation group 6	protein-coding
3256	chr18	65171001	65171500	+	0	NA	intron (NM_031881, intron 12 of 29)	intron (NM_031881, intron 12 of 29)	-77611	NR_029600	387231		NR_029600	ENSMUSG00000065402	Mir122	Mir122a|Mirn122a|mir-122|mmu-mir-122	microRNA 122	ncRNA
1091	chr5	52230501	52231000	+	0	NA	Intergenic	Intergenic	-14317	NR_040717	414111	Mm.417638	NR_040717	ENSMUSG00000106464	C130083M11Rik	-	RIKEN cDNA C130083M11 gene	ncRNA
3409	chr19	6233501	6234000	+	0	NA	intron (NM_198168, intron 3 of 13)	intron (NM_198168, intron 3 of 13)	2090	NM_198168	225849	Mm.118076	NM_198168	ENSMUSG00000024777	Ppp2r5b	B'beta|BC026670	protein phosphatase 2, regulatory subunit B', beta	protein-coding
795	chr4	43419001	43419500	+	0	NA	intron (NM_001037709, intron 2 of 11)	intron (NM_001037709, intron 2 of 11)	9884	NM_001162381	329831	Mm.454466	NM_177377	ENSMUSG00000042788	Fam166b	4833436C18Rik	family with sequence similarity 166, member B	protein-coding
2750	chr14	30406001	30406500	+	0	NA	intron (NM_028981, intron 1 of 46)	intron (NM_028981, intron 1 of 46)	-51786	NR_131095	77710	Mm.410773	NR_131095		4831407H17Rik	-	RIKEN cDNA 4831407H17 gene	ncRNA
1019	chr5	123982501	123983000	+	0	NA	intron (NM_145070, intron 1 of 31)	RMER17B|LTR|ERVK	9122	NM_145070	29816	Mm.149954	NM_145070	ENSMUSG00000000915	Hip1r	AA410023|mKIAA0655	huntingtin interacting protein 1 related	protein-coding
1408	chr7	35729501	35730000	+	0	NA	exon (NM_178704, exon 4 of 19)	exon (NM_178704, exon 4 of 19)	24704	NM_178704	233115	Mm.257808	NM_178704	ENSMUSG00000043671	Dpy19l3	6030410G08|9330164H19Rik	dpy-19-like 3 (C. elegans)	protein-coding
1023	chr5	123989001	123989500	+	0	NA	intron (NM_145070, intron 1 of 31)	intron (NM_145070, intron 1 of 31)	-7602	NR_105999	102465625		NR_105999	ENSMUSG00000098454	Mir7032	Gm27309|mmu-mir-7032	microRNA 7032	ncRNA
621	chr4	154019501	154020000	+	0	NA	TTS (NM_001357248)	TTS (NM_001357248)	6294	NM_001163722	68859	Mm.477488	NM_001033144	ENSMUSG00000078350	Smim1	0610011H04Rik|1190007F08Rik|2700009I11Rik	small integral membrane protein 1	protein-coding
1343	chr7	144170501	144171000	+	0	NA	Intergenic	Intergenic	-4710	NM_001113373	210274	Mm.483624	NM_001081370	ENSMUSG00000037541	Shank2	ProSAP1|mKIAA1022	SH3 and multiple ankyrin repeat domains 2	protein-coding
2996	chr15	37065001	37065500	+	0	NA	Intergenic	LTRIS2|LTR|ERV1	-57848	NM_026521	68036	Mm.371631	NM_026521	ENSMUSG00000062397	Zfp706	3110006P09Rik|AA793007|AW536850|C77232|Znf706	zinc finger protein 706	protein-coding
3018	chr16	93487501	93488000	+	0	NA	Intergenic	Intergenic	-28878	NR_040494	72264	Mm.396204	NR_040494	ENSMUSG00000099968	1700029J03Rik	-	RIKEN cDNA 1700029J03 gene	ncRNA
2189	chr11	69102001	69102500	+	0	NA	exon (NM_011065, exon 8 of 23)	exon (NM_011065, exon 8 of 23)	2098	NM_001159367	18626	Mm.7373	NM_011065	ENSMUSG00000020893	Per1	Hftm|Per|m-rigui|mPer1	period circadian clock 1	protein-coding
1494	chr7	46552001	46552500	+	0	NA	intron (NM_013789, intron 9 of 10)	intron (NM_013789, intron 9 of 10)	87557	NM_013789	27414	Mm.76659	NM_013789	ENSMUSG00000030839	Sergef	DelGEF|Gef|Gnef|Gnefr	secretion regulating guanine nucleotide exchange factor	protein-coding
1662	chr8	105617001	105617500	+	0	NA	intron (NM_001081241, intron 12 of 21)	intron (NM_001081241, intron 12 of 21)	1784	NR_035492	100316712		NR_035492	ENSMUSG00000089432	Mir1966	mir-1966|mmu-mir-1966	microRNA 1966	ncRNA
2228	chr11	119515001	119515500	+	0	NA	Intergenic	Intergenic	23630	NM_177394	338371	Mm.271946	NM_177394	ENSMUSG00000039850	Endov	A730011L01Rik	endonuclease V	protein-coding
1372	chr7	123487501	123488000	+	0	NA	intron (NM_001081329, intron 5 of 6)	ORR1D1-int|LTR|ERVL-MaLR	12876	NM_001081329	210162	Mm.135397	NM_175435	ENSMUSG00000030757	Zkscan2	9430065N20Rik|AW493225|Zfp694	zinc finger with KRAB and SCAN domains 2	protein-coding
41	chr1	180141501	180142000	+	0	NA	intron (NM_001033285, intron 28 of 36)	intron (NM_001033285, intron 28 of 36)	51735	NM_001163290	67426	Mm.38330	NM_023341	ENSMUSG00000026489	Coq8a	4632432J16Rik|AI462003|Adck3|Cabc1|mKIAA0451	coenzyme Q8A	protein-coding
126	chr1	38071001	38071500	+	0	NA	intron (NM_001359288, intron 14 of 25)	intron (NM_001359288, intron 14 of 25)	58416	NM_019570	56210	Mm.389103	NM_019570	ENSMUSG00000026082	Rev1	1110027I23Rik|AU022044|Rev1l	REV1, DNA directed polymerase	protein-coding
1118	chr6	88971501	88972000	+	0	NA	Intergenic	Intergenic	69499	NM_011906	24100	Mm.284480	NM_011906	ENSMUSG00000002871	Tpra1	40kDa|Gpr175|Tpra40	transmembrane protein, adipocyte asscociated 1	protein-coding
829	chr5	113499501	113500000	+	0	NA	Intergenic	Intergenic	-50670	NM_177292	320916	Mm.102783	NM_177292	ENSMUSG00000063430	Wscd2	4933413A10Rik|C530024P05Rik|Gm450	WSC domain containing 2	protein-coding
63	chr1	190949001	190949500	+	0	NA	non-coding (NR_027352, exon 8 of 8)	non-coding (NR_027352, exon 8 of 8)	20428	NM_001357133	52477	Mm.289914	NM_021421	ENSMUSG00000026634	Angel2	2610307I21Rik|5730410O10Rik|AI845692|D1Ertd396e|D1Ertd654e	angel homolog 2	protein-coding
3123	chr17	86784501	86785000	+	0	NA	intron (NM_010137, intron 1 of 15)	intron (NM_010137, intron 1 of 15)	30886	NM_010137	13819	Mm.1415	NM_010137	ENSMUSG00000024140	Epas1	HIF-2alpha|HIF2A|HLF|HRF|MOP2|bHLHe73	endothelial PAS domain protein 1	protein-coding
14	chr1	132130501	132131000	+	0	NA	intron (NM_008795, intron 1 of 15)	intron (NM_008795, intron 1 of 15)	8935	NM_008795	18557	Mm.28130	NM_008795	ENSMUSG00000026437	Cdk18	AA682070|Ctk18|Pctk3	cyclin-dependent kinase 18	protein-coding
1968	chr10	94209501	94210000	+	0	NA	intron (NM_025551, intron 3 of 3)	LTR87|LTR|ERVL?	10715	NM_025551	66414	Mm.27886	NM_025551	ENSMUSG00000020022	Ndufa12	2410011G03Rik|AW112974|CI-B17.2|CIB17.2	NADH:ubiquinone oxidoreductase subunit A12	protein-coding
2825	chr15	74529001	74529500	+	0	NA	exon (NM_174991, exon 2 of 31)	exon (NM_174991, exon 2 of 31)	13054	NM_001359759	107831	Mm.43133	NM_174991	ENSMUSG00000034730	Adgrb1	B830018M07Rik|Bai1|R75078|mKIAA4089	adhesion G protein-coupled receptor B1	protein-coding
292	chr2	151601001	151601500	+	0	NA	intron (NM_198214, intron 2 of 5)	intron (NM_198214, intron 2 of 5)	28627	NM_145535	228765	Mm.32068	NM_145535	ENSMUSG00000027456	Sdcbp2	-	syndecan binding protein (syntenin) 2	protein-coding
1723	chr9	75254001	75254500	+	0	NA	intron (NM_001081322, intron 8 of 40)	intron (NM_001081322, intron 8 of 40)	22236	NM_001081322	208943	Mm.41339	NM_001081322	ENSMUSG00000033590	Myo5c	9130003O20Rik|BB085560|C330029I24	myosin VC	protein-coding
2565	chr12	8340001	8340500	+	0	NA	intron (NM_021429, intron 6 of 6)	MIRc|SINE|MIR	26817	NM_021429	58240	Mm.309954	NM_021429	ENSMUSG00000020605	Hs1bp3	-	HCLS1 binding protein 3	protein-coding
1755	chr9	45910001	45910500	+	0	NA	intron (NM_001281934, intron 3 of 16)	intron (NM_001281934, intron 3 of 16)	-3339	NM_001361112	235315	Mm.220945	NM_178709	ENSMUSG00000042790	Rnf214	D130054N24Rik	ring finger protein 214	protein-coding
758	chr4	130013501	130014000	+	0	NA	intron (NM_001290715, intron 18 of 28)	intron (NM_001290715, intron 18 of 28)	21696	NM_001290715	230775	Mm.262241	NM_173071	ENSMUSG00000028782	Adgrb2	Bai2	adhesion G protein-coupled receptor B2	protein-coding
170	chr1	89144001	89144500	+	0	NA	exon (NM_133816, exon 4 of 6)	exon (NM_133816, exon 4 of 6)	73835	NM_133816	98402	Mm.170983	NM_133816	ENSMUSG00000036206	Sh3bp4	AI594717|AW227605|BOG25	SH3-domain binding protein 4	protein-coding
2903	chr15	84210501	84211000	+	0	NA	intron (NM_178614, intron 13 of 14)	intron (NM_178614, intron 13 of 14)	18510	NM_178614	68653	Mm.290725	NM_178614	ENSMUSG00000022437	Samm50	1110030L07Rik	SAMM50 sorting and assembly machinery component	protein-coding
2853	chr15	101270001	101270500	+	0	NA	exon (NM_010444, exon 2 of 7)	exon (NM_010444, exon 2 of 7)	3404	NM_010444	15370	Mm.119	NM_010444	ENSMUSG00000023034	Nr4a1	GFRP1|Gfrp|Hbr-1|Hbr1|Hmr|N10|NGFI-B|NGFIB|NP10|NUR77-1|NUR77-2|TIS1|TR3|nur77	nuclear receptor subfamily 4, group A, member 1	protein-coding
934	chr5	122400501	122401000	+	0	NA	intron (NM_019824, intron 2 of 6)	intron (NM_019824, intron 2 of 6)	8872	NM_019824	56378	Mm.275942	NM_019824	ENSMUSG00000029465	Arpc3	1110006A04Rik|p21-ARC|p21-Ar|p21Arc	actin related protein 2/3 complex, subunit 3	protein-coding
1609	chr8	124886501	124887000	+	0	NA	exon (NM_010322, exon 13 of 16)	exon (NM_010322, exon 13 of 16)	10955	NM_198103	102058	Mm.347360	NM_198103	ENSMUSG00000074030	Exoc8	AI414418|EXO84|Exo84p|R74783|SEC84	exocyst complex component 8	protein-coding
3079	chr16	30024501	30025000	+	0	NA	intron (NR_045878, intron 3 of 3)	intron (NR_045878, intron 3 of 3)	14729	NR_045878	71528	Mm.297640	NR_045878	ENSMUSG00000116660	9030404E10Rik	-	RIKEN cDNA 9030404E10 gene	ncRNA
902	chr5	142880001	142880500	+	0	NA	intron (NM_001033312, intron 3 of 4)	intron (NM_001033312, intron 3 of 4)	14988	NM_001033312	231863	Mm.89753	NM_001033312	ENSMUSG00000066640	Fbxl18	AI427077|B130019G13Rik|C330021B20Rik	F-box and leucine-rich repeat protein 18	protein-coding
3155	chr17	14521501	14522000	+	0	NA	Intergenic	Intergenic	-122808	NR_027986	74917	Mm.32228	NM_183107	ENSMUSG00000117328	4930474M22Rik	-	RIKEN cDNA 4930474M22 gene	ncRNA
2148	chr11	87981001	87981500	+	0	NA	3' UTR (NM_026556, exon 3 of 3)	3' UTR (NM_026556, exon 3 of 3)	5335	NM_001168472	68097	Mm.246436	NM_026556	ENSMUSG00000020483	Dynll2	1700064A15Rik|6720463E02Rik|C87222|DLC8|DLC8b|Dlc2	dynein light chain LC8-type 2	protein-coding
310	chr2	156689001	156689500	+	0	NA	intron (NM_001277187, intron 2 of 11)	intron (NM_001277187, intron 2 of 11)	31659	NR_040505	74846	Mm.443946	NR_040505	ENSMUSG00000086638	4930405A21Rik	-	RIKEN cDNA 4930405A21 gene	ncRNA
1592	chr8	121609001	121609500	+	0	NA	exon (NM_080855, exon 6 of 13)	exon (NM_080855, exon 6 of 13)	18812	NM_001364358	67443	Mm.28357	NM_026160	ENSMUSG00000031812	Map1lc3b	1010001C15Rik|Atg8|LC3b|MAP1A/MAP1B|Map1lc3	microtubule-associated protein 1 light chain 3 beta	protein-coding
471	chr3	104997501	104998000	+	0	NA	Intergenic	Intergenic	-36041	NM_009520	22414	Mm.10740	NM_009520	ENSMUSG00000027840	Wnt2b	Wnt13	wingless-type MMTV integration site family, member 2B	protein-coding
401	chr2	104059501	104060000	+	0	NA	intron (NM_001355504, intron 9 of 9)	intron (NM_001355504, intron 9 of 9)	-11316	NM_181858	333883	Mm.359026	NM_181858	ENSMUSG00000068686	Cd59b	-	CD59b antigen	protein-coding
2382	chr11	5992501	5993000	+	0	NA	intron (NM_001174053, intron 6 of 19)	intron (NM_001174053, intron 6 of 19)	36992	NM_019661	56418	Mm.294821	NM_019661	ENSMUSG00000002741	Ykt6	0610042I15Rik|1810013M05Rik|AW105923	YKT6 v-SNARE homolog (S. cerevisiae)	protein-coding
3272	chr18	84909501	84910000	+	0	NA	Intergenic	Intergenic	-25275	NM_015798	50764	Mm.28369	NM_015798	ENSMUSG00000034391	Fbxo15	AU019763|Fbx15|ecat3	F-box protein 15	protein-coding
2463	chr12	70883001	70883500	+	0	NA	intron (NM_028127, intron 6 of 13)	intron (NM_028127, intron 6 of 13)	-54607	NM_019785	56444	Mm.29317	NM_019785	ENSMUSG00000021076	Actr10	Actr11|Arp11	ARP10 actin-related protein 10	protein-coding
2997	chr15	37121001	37121500	+	0	NA	Intergenic	Intergenic	-111786	NM_026496	252973	Mm.244612	NM_026496	ENSMUSG00000022286	Grhl2	0610015A08Rik|BOM|Tcfcp2l3|clft3	grainyhead like transcription factor 2	protein-coding
595	chr4	141005001	141005500	+	0	NA	intron (NM_029097, intron 24 of 28)	intron (NM_029097, intron 24 of 28)	-5174	NM_001161799	17150	Mm.7386	NM_008546	ENSMUSG00000060572	Mfap2	AI893631|Magp|Magp1	microfibrillar-associated protein 2	protein-coding
972	chr5	117988501	117989000	+	0	NA	intron (NM_001346588, intron 4 of 11)	intron (NM_001346588, intron 4 of 11)	11980	NM_145564	231670	Mm.21912	NM_145564	ENSMUSG00000032898	Fbxo21	2810425J22Rik|AU016673	F-box protein 21	protein-coding
336	chr2	174296001	174296500	+	0	NA	promoter-TSS (NR_002846)	promoter-TSS (NR_002846)	-814	NR_002846	56802	Mm.125770	NR_002846	ENSMUSG00000086537	Gnasas1	Gnas-as|Nespas|Nespos	GNAS antisense RNA 1	ncRNA
2695	chr13	44306501	44307000	+	0	NA	Intergenic	Intergenic	-90263	NR_045088	100503592	Mm.184925	NR_045088	ENSMUSG00000113186	A330076C08Rik	-	RIKEN cDNA A330076C08 gene	ncRNA
3243	chr18	61744501	61745000	+	0	NA	intron (NM_178928, intron 9 of 18)	intron (NM_178928, intron 9 of 18)	18360	NR_029432	68982	Mm.441992	NR_029432	ENSMUSG00000098702	1500015A07Rik	-	RIKEN cDNA 1500015A07 gene	ncRNA
3490	chrX	10216501	10217000	+	0	NA	promoter-TSS (NM_001177950)	promoter-TSS (NM_001177950)	45	NM_001177954	19893	Mm.247556	NM_011285	ENSMUSG00000031174	Rpgr	Rd9|Rp3h	retinitis pigmentosa GTPase regulator	protein-coding
2313	chr11	98970001	98970500	+	0	NA	exon (NM_001361954, exon 4 of 8)	exon (NM_001361954, exon 4 of 8)	5378	NM_001361954	19401	Mm.439744	NM_009024	ENSMUSG00000037992	Rara	Nr1b1|RAR|RARalpha1	retinoic acid receptor, alpha	protein-coding
100	chr1	150472501	150473000	+	0	NA	Intergenic	Intergenic	-6585	NM_001110146	96875	Mm.174256	NM_021400	ENSMUSG00000006014	Prg4	CACP|DOL54|JCAP|MSF|SZP|lubricin	proteoglycan 4 (megakaryocyte stimulating factor, articular superficial zone protein)	protein-coding
367	chr2	165927501	165928000	+	0	NA	Intergenic	ORR1D1|LTR|ERVL-MaLR	-42912	NM_001363020	228880	Mm.227598	NM_027230	ENSMUSG00000039671	Zmynd8	1110013E22Rik|2010005I16Rik|3632413B07Rik|AI316811|AL024039|Prkcbp1|RACK7	zinc finger, MYND-type containing 8	protein-coding
341	chr2	173271501	173272000	+	0	NA	intron (NM_022995, intron 1 of 3)	intron (NM_022995, intron 1 of 3)	4783	NM_022995	65112	Mm.73682	NM_022995	ENSMUSG00000038400	Pmepa1	2210418I02Rik|AW455466|Erg1.2|N4wbp4|Stag1|Tmepai	prostate transmembrane protein, androgen induced 1	protein-coding
1055	chr5	34233001	34233500	+	0	NA	intron (NM_001015039, intron 5 of 12)	intron (NM_001015039, intron 5 of 12)	-45540	NM_010753	17122	Mm.259260	NM_010753	ENSMUSG00000037235	Mxd4	2810410A03Rik|Mad4|bHLHc12	Max dimerization protein 4	protein-coding
1179	chr6	115009001	115009500	+	0	NA	intron (NM_026894, intron 7 of 7)	intron (NM_026894, intron 7 of 7)	28624	NM_026894	68971	Mm.24937	NM_026894	ENSMUSG00000030316	Tamm41	1500001M20Rik|TAM41	TAM41 mitochondrial translocator assembly and maintenance homolog	protein-coding
580	chr4	137960501	137961000	+	0	NA	intron (NM_001369177, intron 17 of 18)	intron (NM_001369177, intron 17 of 18)	-32705	NM_001369131	230861	Mm.268903	NM_172703	ENSMUSG00000028760	Eif4g3	1500002J22Rik|4930523M17Rik|G1-419-52|Gm32394|eIF4GII|repro8	eukaryotic translation initiation factor 4 gamma, 3	protein-coding
2043	chr10	127564001	127564500	+	0	NA	intron (NM_008512, intron 41 of 88)	B1_Mus2|SINE|Alu	-29691	NM_183297	104080	Mm.437200	NM_183297	ENSMUSG00000040258	Nxph4	1110036M10Rik|AI851051	neurexophilin 4	protein-coding
2323	chr11	97377501	97378000	+	0	NA	intron (NM_138657, intron 4 of 9)	intron (NM_138657, intron 4 of 9)	15458	NM_138657	192157	Mm.34339	NM_138657	ENSMUSG00000038485	Socs7	2310063P06Rik|C85125|Nap4	suppressor of cytokine signaling 7	protein-coding
342	chr2	173273001	173273500	+	0	NA	intron (NM_022995, intron 1 of 3)	intron (NM_022995, intron 1 of 3)	3283	NM_022995	65112	Mm.73682	NM_022995	ENSMUSG00000038400	Pmepa1	2210418I02Rik|AW455466|Erg1.2|N4wbp4|Stag1|Tmepai	prostate transmembrane protein, androgen induced 1	protein-coding
2633	chr13	24996001	24996500	+	0	NA	intron (NM_001013389, intron 7 of 10)	intron (NM_001013389, intron 7 of 10)	16195	NR_162783	114482816		NR_162783		Mir12184	mmu-mir-12184	microRNA mir-12184	ncRNA
1248	chr6	31133001	31133500	+	0	NA	intron (NR_110471, intron 3 of 3)	intron (NR_110471, intron 3 of 3)	-70157	NR_029532	387223		NR_029532	ENSMUSG00000065604	Mir29b-1	Mirn29b|Mirn29b-1|mir-29b-1	microRNA 29b-1	ncRNA
1939	chr9	41191501	41192000	+	0	NA	Intergenic	ID_B1|SINE|B4	-14405	NR_040392	78500	Mm.275715	NR_040392	ENSMUSG00000100837	1700063D05Rik	-	RIKEN cDNA 1700063D05 gene	ncRNA
2072	chr10	112482001	112482500	+	0	NA	Intergenic	Intergenic	210977	NM_001359753	268345	Mm.336242	NM_001025581	ENSMUSG00000035681	Kcnc2	AW047325|B230117I07|KShIIIA|Kv3.2	potassium voltage gated channel, Shaw-related subfamily, member 2	protein-coding
